contact_id,product_id,dz_artist_id,dz_name,mbz_artist_id
3864820,10896186,9930130,Djadja & Dinaz,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6
2265158,21152566,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
522177,5276857,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
3864820,2692151,9930130,Djadja & Dinaz,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6
2265158,9294477,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
57633,38393640,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
900257,42931302,1412564,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a
627188,2858766,13011,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936
5263675,9280913,162665,SCH,070a4a70-705b-41ba-a30a-cac559c781f8
5096340,5520840,1479842,PLK,55304866-1b79-4365-a6b1-961c95e9fc57
572836,5390830,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
57633,45715352,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
6403312,27740044,10189104,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a
4289606,22752711,9197980,Damso,71ff695e-896a-4043-aea4-93eadde08d09
856411,2092859,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
60087,45438919,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
2265158,4595442,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
5096340,10436250,1479842,PLK,55304866-1b79-4365-a6b1-961c95e9fc57
555560,749879,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
627188,18748848,13011,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936
3690398,339790,4842061,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814
3690398,61089131,4842061,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814
57633,41757014,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
572836,4843410,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
520084,32451460,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
522177,10194615,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
520084,5606934,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
572836,12060117,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
6403312,13004491,10189104,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a
3690398,55801450,4842061,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814
2265158,1449711,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
572836,16339497,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
57633,10405341,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
522177,3354455,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
4847604,12710970,5542343,Ninho,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1
1188385,1229725,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
5250517,29425357,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
